Date,Local_Market,Local_Price_LKR,Export_Market,Export_Price_USD,Mango_Age_Days,Days_To_Maturity,Temp_C,Humidity_%,Region,weather,Harvesting_after_3months_price
2020-01-15,Dambulla,203.24,Paris,1.422,23,110,30.54744839866096,67,Kegalle,Sand,208.79
2023-04-03,Dambulla,377.9,Paris,1.931,116,9,20.076807147297657,63,Hambantota,Mist,414.83
2019-06-18,Pettah,249.47,Dubai,0.996,17,122,33.28796732813989,71,Colombo,Ash,257.6
2015-08-19,Dambulla,201.2,Paris,1.591,17,133,26.0,82,Kurunegala,Rain,191.76
2018-11-15,Colombo,255.05,Dubai,1.155,13,132,24.165094988561325,63,Mannar,Mist,282.82
2019-12-29,Dambulla,224.1,Paris,1.559,19,119,32.083010898943115,77,Mullaitivu,Ash,262.2
2015-12-24,Dambulla,218.69,Dubai,1.31,41,85,26.723352312930654,73,Ratnapura,Dust,230.76
2019-06-29,Pettah,325.82,Dubai,1.344,105,58,23.92749912830974,95,Colombo,Snow,354.56
2019-11-11,Pettah,264.28,Dubai,1.207,54,57,28.7,70,Hambantota,Squall,297.29
2024-02-01,Pettah,278.63,London,1.831,94,82,30.9,70,Monaragala,Drizzle,312.5
2020-12-09,Pettah,396.52,Paris,2.075,114,7,28.317590324316004,76,Hambantota,Dust,461.67
2017-08-17,Colombo,245.88,Dubai,1.129,11,130,32.1,76,Colombo,Clear,245.58
2017-12-01,Dambulla,357.8,London,1.789,118,5,28.8,67,Gampaha,Tornado,394.83
2017-08-22,Colombo,255.74,Dubai,1.126,3,130,28.36742319953106,69,Kandy,Sand,266.47
2015-11-02,Pettah,220.9,Paris,1.475,7,135,33.510827314905065,68,Ratnapura,Dust,232.8
2017-01-03,Dambulla,215.2,Doha,1.033,3,121,31.527087583953595,68,Kilinochchi,Snow,226.32
2016-09-02,Dambulla,190.08,Doha,1.11,23,135,22.9,79,Puttalam,Squall,205.1
2022-01-11,Dambulla,242.43,London,1.542,23,120,20.0,71,Kandy,Clear,261.07
2015-08-17,Colombo,352.82,Dubai,1.29,87,44,31.2,72,Kalutara,Clouds,378.38
2022-10-02,Pettah,259.02,Doha,1.175,65,34,21.615812585185235,65,Puttalam,Fog,282.27
2016-10-12,Colombo,243.93,Dubai,1.121,23,128,27.75500366265622,62,Kurunegala,Sand,260.51
2020-10-09,Pettah,303.67,Doha,1.13,69,82,29.9,67,Mullaitivu,Clouds,312.44
2016-03-15,Colombo,286.42,Paris,1.592,73,67,27.798539295060387,78,Badulla,Dust,321.27
2021-01-29,Colombo,230.9,Paris,1.546,18,122,29.4,56,Kilinochchi,Drizzle,242.27
2018-02-15,Colombo,430.49,Paris,1.942,125,7,26.863218436396743,71,Colombo,Snow,493.27
2018-05-01,Colombo,455.7,London,2.034,131,6,20.11720520981216,45,Ampara,Snow,504.71
2016-05-20,Colombo,308.2,Dubai,1.191,62,47,33.255118691760956,52,Gampaha,Mist,311.2
2017-08-11,Colombo,371.23,Paris,1.693,87,59,30.29153659392893,77,Colombo,Sand,367.9
2018-03-07,Colombo,211.26,Doha,0.984,8,117,23.3,99,Anuradhapura,Thunderstorm,218.15
2021-08-05,Dambulla,263.35,Dubai,1.239,86,82,26.2,76,Anuradhapura,Tornado,256.57
2018-06-09,Pettah,325.99,Dubai,1.365,96,65,29.275039618731107,71,Hambantota,Haze,362.88
2019-10-07,Pettah,245.34,London,1.473,17,127,30.456888680260953,59,Mannar,Sand,256.37
2019-12-31,Dambulla,188.68,London,1.55,0,123,30.4893622816887,72,Mullaitivu,Ash,193.25
2020-04-20,Colombo,215.9,Dubai,1.001,11,115,25.36305376349285,75,Jaffna,Snow,218.31
2019-03-06,Colombo,437.55,Dubai,1.338,122,9,26.4,79,Batticaloa,Tornado,485.81
2020-09-20,Colombo,247.27,Dubai,1.183,10,112,30.706424246488186,52,Ratnapura,Sand,266.11
2022-05-17,Dambulla,363.69,London,2.182,128,5,24.432061430819026,62,Galle,Haze,403.63
2021-01-01,Colombo,303.81,London,1.769,76,30,23.12594802374951,60,Kegalle,Smoke,350.95
2021-08-15,Colombo,257.27,Paris,1.544,21,118,32.2,59,Polonnaruwa,Clear,281.88
2023-01-27,Pettah,407.22,Dubai,1.544,133,2,31.94392996012751,86,Batticaloa,Ash,470.25
2016-11-07,Colombo,223.1,Paris,1.454,5,134,29.8,60,Kegalle,Squall,237.92
2020-02-09,Dambulla,258.08,Doha,1.112,41,46,27.62610072415557,72,Mullaitivu,Ash,290.6
2024-01-11,Colombo,358.1,Dubai,1.413,108,59,26.42159787383099,64,Galle,Sand,402.68
2021-05-12,Colombo,292.75,Doha,1.063,82,39,20.522439696983106,60,Monaragala,Fog,286.8
2021-08-20,Pettah,252.28,Dubai,1.122,25,44,26.6,86,Matara,Drizzle,262.83
2018-08-01,Colombo,243.82,Paris,1.364,3,126,27.883947136552475,65,Kandy,Dust,233.21
2018-07-17,Pettah,213.28,Doha,0.941,16,128,20.71925225987132,51,Ratnapura,Snow,214.38
2017-12-20,Colombo,219.93,Doha,0.99,18,115,25.991712858356323,60,Monaragala,Sand,240.37
2019-05-24,Colombo,219.08,Dubai,1.07,11,127,29.3,70,Badulla,Clear,214.44
2021-08-28,Dambulla,410.55,London,2.053,110,4,27.342828159409553,45,Vavuniya,Haze,405.87
2016-07-31,Colombo,235.31,London,1.485,17,130,32.5825858534068,54,Matale,Ash,226.65
2019-09-06,Colombo,360.03,Paris,1.844,86,73,27.313389657941247,93,Kalutara,Sand,352.74
2023-09-26,Pettah,233.48,Doha,1.154,35,77,32.58593271592187,66,Mannar,Sand,239.24
2021-09-24,Colombo,296.1,London,1.65,14,127,30.8,79,Kalutara,Clouds,296.11
2016-12-21,Pettah,228.95,London,1.375,5,129,29.5,57,Trincomalee,Thunderstorm,253.17
2019-07-09,Pettah,259.41,London,1.623,22,120,31.017264826777833,34,Trincomalee,Sand,255.53
2022-01-01,Pettah,256.06,Doha,1.026,60,39,34.453714891267026,59,Polonnaruwa,Ash,268.96
2018-01-25,Dambulla,231.31,Dubai,1.178,23,115,26.9,77,Matara,Rain,267.46
2021-02-21,Colombo,342.67,Dubai,1.462,110,26,26.4,62,Kegalle,Squall,373.41
2021-03-09,Pettah,422.84,London,1.939,121,5,25.605444620649397,70,Nuwara Eliya,Dust,453.26
2016-01-16,Dambulla,345.64,London,1.88,123,10,33.58300466939263,70,Kilinochchi,Ash,348.85
2017-05-29,Colombo,237.78,London,1.545,25,63,20.2733756712892,75,Kegalle,Fog,249.26
2018-09-14,Colombo,328.33,Dubai,1.33,83,55,31.59176314873697,49,Kilinochchi,Dust,369.92
2020-07-03,Dambulla,287.87,Dubai,1.406,105,54,31.7,77,Kilinochchi,Rain,303.34
2016-01-23,Pettah,370.77,Paris,1.885,111,3,29.6,64,Polonnaruwa,Squall,406.15
2020-02-29,Colombo,324.7,Paris,1.847,90,36,31.6,69,Mannar,Thunderstorm,337.46
2022-12-09,Dambulla,212.75,London,1.527,22,112,29.3,75,Kilinochchi,Thunderstorm,232.54
2017-05-10,Colombo,328.03,London,1.919,101,59,26.0,64,Monaragala,Squall,328.74
2017-02-20,Dambulla,219.02,Paris,1.311,14,122,21.28216969393332,72,Ratnapura,Mist,236.66
2020-05-04,Pettah,241.79,Doha,1.001,20,120,23.304108803091445,83,Mullaitivu,Snow,246.93
2024-08-20,Pettah,239.16,Paris,1.548,48,54,28.8,78,Puttalam,Clouds,250.8
2023-07-03,Dambulla,259.4,Doha,1.22,88,49,28.992085513322056,68,Kilinochchi,Mist,271.34
2022-08-06,Colombo,246.55,London,1.589,27,25,24.9661396673897,64,Anuradhapura,Sand,256.36
2021-05-15,Pettah,219.14,Doha,0.968,7,124,23.5,88,Ratnapura,Thunderstorm,233.38
2016-04-23,Pettah,272.71,Paris,1.444,46,77,25.620857805134715,56,Vavuniya,Mist,291.92
2019-08-31,Dambulla,278.73,London,1.752,97,60,36.772147513930975,100,Kalutara,Haze,284.99
2024-12-18,Pettah,285.72,London,1.517,29,64,27.3,66,Vavuniya,Tornado,314.45
2019-02-27,Colombo,222.7,Dubai,1.163,5,129,26.0,60,Monaragala,Tornado,253.18
2017-02-18,Pettah,338.22,Dubai,1.34,102,84,23.0,90,Nuwara Eliya,Thunderstorm,353.95
2024-10-30,Dambulla,224.58,London,1.704,3,115,29.14220271336767,87,Batticaloa,Smoke,218.05
2019-08-19,Dambulla,230.32,Dubai,1.089,6,130,32.2,57,Matale,Clouds,247.97
2020-05-22,Dambulla,330.79,London,1.766,106,74,25.4,52,Vavuniya,Clear,322.81
2019-12-23,Colombo,189.56,Doha,0.932,8,122,25.6,91,Jaffna,Tornado,202.87
2017-11-17,Pettah,284.54,Doha,1.257,82,47,28.1,60,Trincomalee,Clear,328.73
2019-11-02,Colombo,291.47,Doha,1.157,6,120,27.165686185733676,41,Vavuniya,Sand,333.75
2016-07-07,Colombo,232.83,Dubai,1.065,14,114,22.6,64,Kegalle,Clouds,243.34
2024-05-01,Colombo,447.85,Doha,1.306,119,2,34.94957181942803,77,Kalutara,Dust,455.76
2021-02-13,Dambulla,329.57,London,1.989,124,10,23.993061879297244,65,Mannar,Fog,361.3
2016-12-20,Colombo,364.0,Paris,1.696,92,38,26.43682966540698,74,Matara,Ash,386.72
2017-11-03,Dambulla,229.09,London,1.542,11,113,32.9,75,Mullaitivu,Thunderstorm,236.52
2018-09-24,Colombo,427.72,Paris,1.982,120,4,29.2,79,Trincomalee,Thunderstorm,451.52
2024-11-16,Colombo,276.38,Dubai,1.221,53,67,30.2,78,Trincomalee,Thunderstorm,306.79
2020-04-30,Colombo,244.93,Doha,1.054,6,118,26.709257420901274,66,Matara,Mist,252.76
2023-02-18,Colombo,353.36,Doha,1.12,70,65,25.2,48,Galle,Squall,405.2
2022-11-19,Colombo,288.96,London,1.622,98,33,35.86896121624812,84,Badulla,Ash,316.65
2016-05-12,Pettah,260.02,London,1.501,8,134,31.285093309479134,76,Colombo,Fog,266.25
2024-04-19,Colombo,245.11,Paris,1.402,19,117,29.203586485870684,68,Monaragala,Smoke,233.65
2021-04-26,Pettah,230.52,Paris,1.544,63,84,33.8,58,Gampaha,Tornado,241.43
2015-12-03,Colombo,330.29,Doha,1.026,58,36,29.2,66,Batticaloa,Clear,362.71
2017-10-17,Dambulla,380.36,London,1.997,117,3,24.4,70,Monaragala,Clouds,426.05
2023-06-03,Dambulla,310.59,Paris,1.965,126,10,31.44163788995799,74,Kilinochchi,Haze,312.86
2017-05-30,Dambulla,189.57,Dubai,1.127,6,120,28.9,100,Jaffna,Drizzle,204.71
2024-06-26,Pettah,294.88,London,1.79,95,81,29.4,80,Colombo,Clouds,288.19
2020-11-25,Dambulla,414.76,London,2.108,122,2,27.851235136218726,82,Colombo,Snow,467.05
2017-08-18,Colombo,240.87,Dubai,1.103,3,134,33.07863751985664,77,Jaffna,Ash,243.01
2020-06-02,Colombo,305.41,Doha,1.09,53,82,26.717809722060075,68,Hambantota,Dust,288.26
2015-03-18,Colombo,329.31,London,1.754,107,49,29.1,86,Ratnapura,Thunderstorm,346.2
2017-04-23,Pettah,258.49,Dubai,1.333,66,47,22.72649645980308,78,Badulla,Fog,271.11
2020-12-24,Pettah,351.4,Paris,1.945,120,7,25.109198086314308,61,Ratnapura,Snow,405.8
2023-07-02,Dambulla,229.42,London,1.519,24,120,27.614106668551877,79,Batticaloa,Dust,227.5
2023-01-11,Colombo,265.55,Doha,1.139,12,113,31.23802939869189,55,Mannar,Smoke,283.88
2021-06-18,Dambulla,250.74,Dubai,1.225,72,71,24.9,65,Kegalle,Rain,259.37
2024-11-18,Pettah,309.56,London,1.672,105,70,34.22771248797278,63,Galle,Ash,332.98
2015-03-22,Dambulla,224.85,London,1.522,44,63,26.6,65,Kegalle,Rain,247.76
2024-10-11,Pettah,272.29,Paris,1.731,66,52,22.28527916233532,75,Ratnapura,Fog,266.69
2021-01-06,Dambulla,246.39,London,1.827,74,76,26.583178163607354,68,Jaffna,Sand,283.72
2019-05-07,Colombo,312.68,Dubai,1.34,106,64,29.31913046329389,59,Kegalle,Dust,331.72
2020-07-07,Colombo,264.85,Doha,1.185,68,67,23.2,64,Puttalam,Squall,271.19
2024-10-21,Dambulla,291.69,Paris,1.55,60,25,19.5,83,Matara,Drizzle,317.81
2018-12-16,Dambulla,271.62,Paris,1.584,35,85,22.821749745439053,61,Nuwara Eliya,Sand,308.44
2022-06-07,Pettah,275.74,London,1.574,36,65,21.1,45,Vavuniya,Rain,286.06
2024-02-07,Dambulla,233.24,Paris,1.487,52,73,36.0,69,Matale,Thunderstorm,253.99
2023-11-30,Dambulla,292.51,Doha,1.081,47,27,32.2,100,Batticaloa,Drizzle,311.09
2018-07-03,Pettah,252.72,London,1.93,69,75,28.9,81,Jaffna,Clear,268.36
2018-07-31,Colombo,362.98,Paris,1.591,91,35,20.57352950970597,66,Kandy,Mist,399.84
2022-05-20,Pettah,220.39,London,1.711,40,59,24.4,55,Kegalle,Clear,213.76
2022-08-04,Pettah,290.14,Doha,1.023,50,53,19.388756249452147,60,Nuwara Eliya,Mist,309.14
2017-09-19,Colombo,239.11,Doha,1.0,12,127,25.264462168607103,71,Badulla,Mist,253.1
2022-11-02,Dambulla,311.03,Paris,1.492,68,31,19.448331630127548,76,Batticaloa,Mist,337.38
2021-06-28,Colombo,292.28,London,1.753,68,85,27.4,72,Kurunegala,Rain,297.27
2019-11-15,Colombo,227.18,Dubai,0.998,8,124,32.4,68,Mannar,Tornado,236.65
2021-10-17,Colombo,255.06,Paris,1.454,21,116,28.9,86,Batticaloa,Rain,257.53
2020-02-22,Colombo,241.04,Dubai,1.181,12,122,25.14508071856817,54,Gampaha,Mist,255.38
2016-03-11,Pettah,382.94,Doha,1.391,114,3,29.204373259744767,52,Trincomalee,Dust,456.01
2019-10-14,Dambulla,239.02,Paris,1.658,57,39,32.70476922565723,52,Kilinochchi,Fog,237.98
2016-02-05,Dambulla,231.23,London,1.356,0,119,23.5,56,Ampara,Clear,263.53
2023-06-07,Colombo,294.87,London,1.561,47,37,29.382265779640967,79,Colombo,Sand,307.84
2018-10-28,Colombo,320.05,Paris,1.461,29,26,22.99081496872003,54,Vavuniya,Mist,331.83
2023-10-29,Pettah,412.22,Dubai,1.547,133,7,34.1,54,Matale,Clear,419.3
2017-11-19,Pettah,328.59,Doha,1.201,101,54,29.8,86,Mannar,Drizzle,358.78
2018-10-05,Dambulla,193.17,Dubai,1.1,18,122,27.155680536749678,68,Badulla,Sand,205.83
2021-11-09,Colombo,256.13,Paris,1.498,17,123,25.843251785806792,52,Gampaha,Fog,285.14
2020-02-04,Colombo,248.51,Dubai,1.074,17,119,33.9,60,Matale,Thunderstorm,283.62
2017-04-29,Colombo,244.74,Paris,1.687,9,110,28.3,71,Hambantota,Rain,250.41
2018-03-26,Dambulla,222.82,Dubai,1.17,37,77,28.0,79,Kegalle,Thunderstorm,249.09
2019-09-16,Colombo,240.26,London,1.455,0,120,24.0,100,Kandy,Thunderstorm,232.01
2016-03-01,Pettah,301.37,Paris,1.851,100,48,33.889123818392896,60,Kilinochchi,Dust,354.06
2019-11-21,Pettah,283.32,Doha,1.005,34,60,26.06037952490201,71,Mannar,Mist,353.85
2016-01-15,Colombo,230.52,London,1.399,9,115,33.2,72,Kilinochchi,Thunderstorm,241.52
2023-03-29,Colombo,280.34,Doha,1.231,85,70,32.07177230025519,68,Jaffna,Ash,301.8
2020-11-17,Colombo,267.81,London,1.596,33,63,30.5,74,Kurunegala,Squall,292.21
2021-12-24,Colombo,216.12,Paris,1.379,17,134,30.6,86,Jaffna,Squall,243.88
2018-05-24,Pettah,263.72,Doha,1.038,8,123,28.22045558087696,40,Vavuniya,Sand,274.97
2022-10-17,Dambulla,219.7,Dubai,1.215,7,119,25.461312868382972,39,Vavuniya,Sand,232.8
2022-04-24,Colombo,343.25,Dubai,1.244,79,39,22.9,56,Vavuniya,Clouds,348.25
2020-08-11,Dambulla,360.11,Doha,1.386,123,1,27.639468326149263,77,Kilinochchi,Fog,404.84
2017-12-27,Colombo,252.43,Dubai,1.188,52,35,26.4,52,Kegalle,Clouds,286.04
2017-07-03,Dambulla,214.98,Doha,0.954,45,66,27.4,71,Puttalam,Tornado,231.53
2022-12-31,Colombo,329.52,Doha,1.259,108,35,33.33381077336842,78,Badulla,Sand,375.8
2016-05-07,Colombo,288.64,Doha,1.182,18,127,24.8,51,Vavuniya,Squall,293.53
2015-05-19,Dambulla,188.68,Dubai,1.06,5,118,25.864226574021192,51,Kurunegala,Dust,184.18
2022-11-13,Pettah,258.88,Doha,1.09,6,127,27.8,72,Vavuniya,Clouds,274.63
2020-08-31,Dambulla,254.06,Dubai,1.21,13,115,24.0,71,Nuwara Eliya,Clouds,252.03
2018-07-26,Colombo,314.93,Dubai,1.268,47,50,22.191152183286988,66,Mullaitivu,Mist,324.82
2022-12-04,Colombo,359.95,Paris,1.809,105,40,26.5,71,Ampara,Rain,369.81
2022-09-10,Colombo,298.9,Dubai,1.245,25,117,31.2,57,Vavuniya,Clear,283.83
2022-10-16,Dambulla,250.81,Paris,1.346,6,127,31.6,73,Kalutara,Clouds,268.98
2019-10-18,Pettah,341.61,Dubai,1.383,111,1,28.594666402870416,58,Kegalle,Ash,363.56
2023-11-23,Colombo,251.57,Doha,0.995,19,124,25.3,66,Vavuniya,Rain,275.3
2024-08-17,Colombo,310.91,Paris,1.567,101,66,32.479714257380174,75,Polonnaruwa,Sand,334.17
2020-03-12,Pettah,302.56,London,1.837,95,43,32.0,65,Matale,Thunderstorm,337.02
2022-12-20,Colombo,377.47,Doha,1.375,124,10,25.0,69,Kegalle,Clouds,408.89
2022-06-26,Colombo,287.99,London,1.562,11,112,27.5,73,Kalutara,Squall,280.53
2017-12-02,Pettah,269.96,Paris,1.604,30,52,25.388649168444452,49,Mullaitivu,Fog,291.2
2015-10-16,Pettah,240.91,Doha,1.071,9,114,25.99102288957208,62,Matara,Sand,261.51
2020-12-26,Pettah,318.55,Paris,1.754,71,33,32.7,71,Matale,Thunderstorm,342.46
2023-04-11,Pettah,321.1,Doha,1.173,79,81,28.0,86,Galle,Drizzle,317.45
2020-09-12,Colombo,261.7,Doha,0.945,5,131,22.88834587379424,71,Nuwara Eliya,Mist,264.71
2018-05-19,Pettah,219.39,Doha,1.056,0,127,33.7,80,Mannar,Rain,232.59
2024-11-07,Colombo,422.42,Paris,1.903,123,7,27.6,77,Ratnapura,Squall,493.71
2016-10-07,Dambulla,264.17,Paris,1.644,51,38,18.47088146497386,59,Vavuniya,Snow,275.39
2016-04-18,Dambulla,238.44,Dubai,1.062,35,76,25.9,44,Ampara,Tornado,257.79
2017-07-27,Dambulla,386.45,Dubai,1.659,130,10,22.2634169923735,73,Colombo,Mist,404.97
2021-05-11,Colombo,340.18,London,1.688,99,74,28.711471643752816,66,Mullaitivu,Sand,340.47
2018-07-23,Dambulla,194.38,Doha,0.936,4,125,27.9,81,Jaffna,Squall,197.93
2019-03-26,Colombo,308.38,Doha,0.983,50,72,26.1,92,Batticaloa,Rain,325.46
2018-11-11,Dambulla,255.59,Paris,1.519,32,68,25.786288271828614,74,Kalutara,Ash,282.52
2015-10-03,Pettah,258.95,Dubai,1.176,18,128,25.3,62,Galle,Tornado,253.72
2024-09-19,Pettah,358.87,Dubai,1.517,125,7,24.1,54,Kurunegala,Tornado,362.15
2021-11-24,Dambulla,287.57,Dubai,1.272,69,35,30.975164350296353,59,Ampara,Ash,320.74
2023-04-07,Colombo,320.78,London,1.893,70,52,32.85998836483931,61,Mannar,Dust,318.46
2017-01-22,Colombo,448.79,Doha,1.37,132,1,27.3641241935083,90,Batticaloa,Haze,536.39
2024-01-28,Dambulla,219.4,London,1.507,54,74,29.849441003207335,83,Kurunegala,Ash,234.95
2017-08-06,Dambulla,202.35,Dubai,1.157,15,132,26.988558091180092,64,Ratnapura,Snow,209.6
2019-06-08,Dambulla,219.66,Dubai,1.038,46,83,21.8,54,Kegalle,Clouds,229.36
2016-05-28,Pettah,211.6,Paris,1.643,19,114,21.58223082262124,95,Jaffna,Mist,198.01
2022-10-18,Pettah,259.49,Dubai,1.214,43,85,29.9,71,Matara,Tornado,236.95
2024-10-31,Dambulla,198.76,Dubai,1.091,19,134,22.374667884305474,80,Ratnapura,Mist,192.04
2019-08-31,Pettah,248.04,Doha,1.082,30,28,30.0,74,Matara,Tornado,252.29
2015-12-09,Dambulla,236.15,Doha,1.03,24,134,32.2,58,Gampaha,Squall,277.24
2020-03-18,Colombo,209.15,London,1.436,9,121,31.934590568250492,57,Kilinochchi,Mist,233.2
2023-01-24,Pettah,224.34,Dubai,1.191,7,125,28.473111228684346,56,Kilinochchi,Smoke,247.47
2018-02-14,Colombo,397.94,Dubai,1.335,115,10,28.8,56,Trincomalee,Tornado,440.55
2021-08-20,Dambulla,254.7,London,1.685,72,55,21.0,82,Anuradhapura,Drizzle,250.21
2016-03-10,Colombo,268.83,Doha,1.002,31,53,29.1,51,Gampaha,Squall,301.81
2016-04-19,Dambulla,284.95,Doha,1.178,104,45,25.439052682018584,79,Hambantota,Haze,287.78
2018-04-12,Dambulla,221.66,Doha,1.018,1,135,27.30172999204843,76,Ampara,Fog,233.68
2020-12-19,Colombo,434.8,Dubai,1.488,117,8,18.68035059315152,84,Kandy,Mist,482.54
2019-02-27,Dambulla,228.82,Paris,1.325,12,120,28.3,88,Colombo,Clouds,247.4
2018-10-13,Pettah,202.13,Paris,1.487,2,121,34.24997466639255,60,Badulla,Smoke,211.35
2018-07-02,Colombo,286.86,Dubai,1.147,47,38,32.0,63,Gampaha,Drizzle,297.18
2019-09-07,Dambulla,255.23,Doha,0.98,26,63,27.1,79,Galle,Drizzle,253.4
2021-07-30,Dambulla,201.48,Paris,1.419,6,117,27.79593141971446,52,Kegalle,Haze,197.35
2017-07-01,Pettah,217.89,Paris,1.471,25,135,31.60897875023346,67,Polonnaruwa,Ash,218.56
2023-04-17,Colombo,259.22,Paris,1.544,9,134,26.2,61,Ampara,Clear,263.68
2018-07-06,Colombo,381.91,London,1.981,127,6,31.1,61,Kilinochchi,Tornado,421.77
2022-06-04,Colombo,324.85,Doha,1.159,78,79,28.423157942077832,68,Batticaloa,Sand,347.34
2020-12-28,Dambulla,227.29,Paris,1.616,34,68,24.818041825488024,75,Mullaitivu,Mist,242.94
2022-07-15,Dambulla,195.63,Doha,1.073,6,127,32.3,79,Matale,Drizzle,206.48
2018-05-20,Colombo,244.21,Doha,0.965,24,120,16.16250648665239,74,Monaragala,Snow,263.98
2022-07-08,Pettah,280.77,Doha,1.113,37,41,24.2,80,Matara,Rain,280.32
2018-07-11,Colombo,355.96,Paris,1.729,107,41,30.9,81,Trincomalee,Drizzle,360.89
2021-06-27,Pettah,240.11,Doha,0.971,7,112,31.203581823142713,78,Kalutara,Dust,250.75
2018-01-07,Dambulla,296.04,Paris,1.824,83,61,31.769462250495277,54,Matale,Sand,323.35
2021-02-27,Colombo,246.95,Paris,1.449,11,121,32.76423128875802,85,Colombo,Smoke,266.14
2020-01-04,Dambulla,248.97,London,1.854,83,69,27.319553282857623,75,Badulla,Dust,270.36
2019-10-10,Colombo,450.49,Dubai,1.371,110,8,25.23827234888411,53,Nuwara Eliya,Sand,454.41
2017-05-12,Dambulla,329.07,Dubai,1.242,75,26,34.06419584121987,72,Ampara,Sand,328.33
2016-05-30,Colombo,360.68,London,1.594,84,50,24.507912316593625,58,Vavuniya,Haze,364.17
2017-01-19,Dambulla,270.18,Dubai,1.242,94,57,31.698051421005378,73,Mannar,Sand,292.3
2021-04-07,Pettah,214.03,Dubai,0.98,2,135,31.7,55,Matale,Tornado,220.6
2016-02-09,Pettah,196.91,Dubai,1.164,25,128,22.4,52,Kegalle,Clear,221.81
2023-03-06,Colombo,455.3,Doha,1.369,121,6,26.25489919370527,58,Ampara,Fog,516.53
2021-08-17,Dambulla,237.74,Paris,1.642,14,124,32.1114632552917,69,Matara,Smoke,234.6
2015-04-12,Pettah,299.55,London,1.676,90,56,27.5,65,Trincomalee,Drizzle,332.84
2015-12-24,Dambulla,229.39,Paris,1.427,7,125,24.039862597892952,88,Kandy,Snow,241.03
2016-06-23,Colombo,239.61,Paris,1.42,15,110,31.91715273632629,59,Kilinochchi,Haze,241.11
2015-07-16,Pettah,324.06,Paris,1.87,92,46,28.751914956168232,81,Batticaloa,Haze,328.59
2017-11-13,Dambulla,256.02,Dubai,1.071,64,48,34.956602460107476,54,Kilinochchi,Ash,259.74
2021-11-01,Dambulla,326.89,London,1.709,84,31,27.16352074915231,39,Vavuniya,Dust,375.13
2016-01-04,Colombo,505.85,London,2.185,125,2,25.33098187687557,49,Ampara,Haze,601.44
2021-03-31,Colombo,402.76,London,2.022,116,3,36.0,59,Trincomalee,Clear,457.8
2016-05-29,Dambulla,255.65,Doha,1.228,88,45,17.336862091176965,63,Ratnapura,Fog,275.02
2023-01-03,Colombo,276.52,London,1.638,63,36,26.689962275491016,53,Kegalle,Haze,315.91
2021-08-22,Dambulla,275.69,Paris,1.375,53,29,26.392931969230215,80,Batticaloa,Haze,281.17
2021-03-13,Pettah,435.53,Doha,1.327,131,6,23.01932592426943,93,Batticaloa,Snow,491.73
2024-01-27,Colombo,278.96,London,1.488,8,114,34.3,74,Kalutara,Clear,310.75
2022-06-12,Dambulla,333.93,Doha,1.134,80,25,30.667463590347165,68,Hambantota,Smoke,340.56
2017-07-19,Pettah,266.86,London,1.689,40,73,25.9,86,Mullaitivu,Clouds,263.67
2024-01-08,Pettah,260.15,Doha,1.03,19,121,23.69557341004219,61,Hambantota,Sand,282.84
2021-03-17,Dambulla,237.37,Dubai,1.31,61,51,30.5,87,Polonnaruwa,Thunderstorm,253.06
2021-10-13,Dambulla,231.35,London,1.649,19,123,28.156410904549254,65,Hambantota,Sand,230.23
2022-11-13,Dambulla,245.15,London,1.812,93,54,29.82649331952026,76,Jaffna,Haze,260.3
2020-09-25,Pettah,231.01,London,1.518,23,123,26.0,89,Anuradhapura,Drizzle,245.76
2022-03-22,Dambulla,346.67,London,1.897,126,6,21.134241687829643,62,Kegalle,Fog,396.58
2015-06-02,Pettah,435.26,Dubai,1.558,123,9,34.91668048703685,76,Kalutara,Ash,430.57
2017-04-28,Pettah,238.58,Paris,1.564,18,132,26.6,79,Hambantota,Rain,259.48
2020-04-25,Colombo,227.44,Doha,1.013,13,114,26.6,71,Anuradhapura,Clear,238.46
2022-09-04,Colombo,357.41,Doha,1.04,62,25,27.783739886106304,84,Kalutara,Ash,364.54
2017-08-21,Colombo,352.69,London,1.935,130,10,19.3,96,Anuradhapura,Drizzle,401.54
2019-05-13,Dambulla,300.63,Dubai,1.175,84,32,26.8,81,Nuwara Eliya,Drizzle,295.83
2023-11-05,Colombo,378.38,Dubai,1.265,71,60,34.4,65,Mullaitivu,Clouds,377.59
2015-04-20,Pettah,397.97,Doha,1.273,116,5,19.60644319938721,78,Nuwara Eliya,Fog,408.11
2016-06-26,Colombo,295.33,London,1.749,25,114,21.2,82,Nuwara Eliya,Rain,294.95
2024-04-20,Colombo,276.06,Dubai,1.264,83,60,25.599048733676497,54,Kegalle,Smoke,287.49
2019-12-23,Colombo,430.03,London,2.127,129,6,33.6,75,Polonnaruwa,Squall,495.13
2024-01-21,Pettah,310.23,London,1.754,74,79,27.517027769792875,54,Trincomalee,Mist,351.39
2021-09-15,Colombo,399.6,Paris,2.1,135,4,26.57459235259902,71,Ratnapura,Sand,413.07
2020-08-12,Colombo,281.13,Doha,1.034,21,117,32.2,55,Kilinochchi,Tornado,280.0
2016-08-21,Dambulla,271.33,Dubai,1.237,54,27,29.6,48,Kilinochchi,Clear,293.62
2016-01-25,Colombo,268.89,Paris,1.459,16,127,25.230923426633396,51,Ampara,Ash,302.56
